zpid,city,streetAddress,zipcode,description,latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,latest_saledate,latest_salemonth,latest_saleyear,latestPriceSource,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,homeImage
29479935,austin,1905 Forestglade Dr,78745,"Great house for outdoor living and entertainment: large shade trees, deck, cocktail bar, greenhouse and shed. House full of natural light with open living/dining/kitchen. Walking distance to Central Market and other shopping. Upgrades: windows w/ lifetime warranty, sewer line, water heater, fresh paint in and out.",30.22460556,-97.79106903,1.98,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,1958,228900,8,11/23/2020,11,2020,Agent Provided,58,0,6,3,0,0,0,0,0,8232,1252,1,0,1,1,1.233333333,4,803,12,1,3,1,29479935_96551150946ae2809202de31b6cbbd2c-p_f.jpg
29507334,austin,9513 Linkmeadow Dr,78748,"Fantastic 2 story home, 4 bed 2.5 bath in Cherry Creek area. Large master downstairs and open living area. Premium cul-de-sac lot and large open backyard. Great schools and close to shopping and major roads. Buyer respectfully requests at least 30 min notice for showings.",30.18393898,-97.83892822,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1998,325000,3,7/12/2019,7,2019,Agent Provided,24,0,3,1,1,1,0,0,0,15246,1957,1,0,1,1,1.2,6.666666667,1460,16,3,4,2,29507334_28e534fc3549a484921c63b423a216bf-p_f.jpg
70342956,austin,2504 Keepsake Dr,78745,"Beautiful home in charming Grand Oaks! 3 bed, 2.5 bath home with recent upgrades. Soaring ceilings and open, lofted 2nd living area give this home a spacious feel. Updated flooring throughout, painted cabinets, partial interior paint, full exterior paint, stainless steel appliances. The backyard boasts mature trees and backs to greenbelt for added privacy. The covered patio makes for a great place to gather and cook out. GREAT location, close to everything.",30.18972778,-97.82036591,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,2005,330000,4,4/26/2019,4,2019,Agent Provided,30,0,4,2,0,0,0,0,0,4530,1720,1,0,1,1,1.8,4,840,13,3,3,2,70342956_0ed3eb8b175182770fc27d4f6f9c7c78-p_f.jpg
29494192,austin,3901 Alexandria Dr,78749,"Don't miss this fabulous opportunity to live in S. Austin! This home is nestled in the trees w/ tons of beautiful outdoor living; lg yard w/ new pergola, fire pit & backs to green space. Wonderful updates throughout- huge closets, spacious living room, rock fireplace, newly remodeled bathrooms & much more! Beautifully stained concrete floors are easy to clean! Incredible location near Slaughter/Mopac in a quiet safe neighborhood. Close to Dick Nichols Park & Pool & all the shopping at Sunset Valley!",30.20144081,-97.84449768,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1983,298000,4,9/25/2018,9,2018,Agent Provided,18,0,3,1,0,0,0,0,0,7797,1462,1,0,1,1,1.433333333,4.666666667,887,14,2,3,1,29494192_fc0b20e849fa9c2458f51e9340abf45a-p_f.jpg
29488833,austin,3207 Paisano Trl,78745,Remarkable chic house across from Stephenson Nature Preserve and Outdoor Education Center.  Nicely remodeled in 2017.  Updated kitchen with Stainless steel appliances.   Updated bathrooms. Beautiful wood floors. Amazing outdoor living area with sink and wonderfull sitting area with chandelier ready for your family entertainment. Very private back yard. Recently leveled foundation with warranty 2020.  This gem will not last long.,30.20506668,-97.82777405,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1980,430000,1,9/18/2020,9,2020,Agent Provided,50,0,2,2,3,1,0,1,0,7448,1308,1,0,1,1,1.133333333,4.666666667,887,14,2,4,1,29488833_b7ac1e25bc4e10dcb82386795a591d86-p_f.jpg
29485416,austin,2606 Cockburn Dr,78745,"2606 Cockburn Dr, Austin, TX 78745 is a single family home that contains 1,276 sq ft and was built in 1973. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $445,908. The Rent Zestimate for this home is $1,850/mo. ",30.21176529,-97.81194305,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1973,425000,8,5/1/2020,5,2020,Pure Realty,33,0,6,2,0,1,0,0,0,6185,1276,1,0,1,1,0.9,4,840,13,2,3,1,29485416_e512b21424f6a12aff2e2912bd6f6931-p_f.jpg
70342954,austin,2217 Hazen Ln,78745,One of the most well-appointed properties in the neighborhood. Rich hardwood floors thru-out main floor. Granite counters & stainless appliances in kitchen w/HUGE pantry and drop-in sink. Upgraded fixtures. Fresh paint in most rooms. Large walk-in master closet. Master bath w/glass block window. 3 bedrooms including a huge master suite w/sitting area. Separate office with French doors. Shady backyard with covered pergola.,30.1908989,-97.82039642,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2005,229000,6,3/11/2019,3,2019,Agent Provided,33,0,1,2,0,0,0,0,0,5401,2101,1,0,1,1,1.733333333,4,840,13,3,3,2,70342954_8cd117f82cb6237c4e8cc59c4662e464-p_f.jpg
29490192,austin,3401 Clarksburg Dr,78745,"OPEN HOUSE This Saturday 4/27 from 2-4pm. Looking for that rare South Austin neighborhood with no HOA where you can raise chickens? This is it! Single story, open floor plan 3/2 home has stainless appliances, stone fireplace, birch hardwood floors throughout with hard tile floors too. Interior wall paint April 2019, Andersen windows in 2012/2014, roof and water heater in 2012. Green garden beds in front yard with an open patio and shade trees in back. Nearby Longview park w/nature preserve hiking trails",30.2063961,-97.83237457,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1979,295000,2,5/14/2019,5,2019,Broker Provided,1,0,2,2,0,0,0,0,0,6534,1503,1,0,1,1,1.033333333,4.666666667,887,14,2,3,1,29490192_a8ca07f6db48c12353a40e7acdc4cdbc-p_f.jpg
58313915,austin,5433 Fairmont Cir,78745,"5433 Fairmont Cir, Austin, TX 78745 is a single family home that contains 1,475 sq ft and was built in 1969. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $571,835. The Rent Zestimate for this home is $2,500/mo. ",30.21887207,-97.80065918,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1969,455000,2,3/31/2018,3,2018,Agent Provided,25,0,3,1,0,0,0,0,0,18730.8,1475,1,0,1,1,1.066666667,4.666666667,890,14,2,3,1,58313915_3624cd3f4074451b460e91444d93d23d-p_f.jpg
29506450,austin,8737 Minot Cir,78748,"8737 Minot Cir, Austin, TX 78748 is a single family home that contains 2,219 sq ft and was built in 1994. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $444,932. The Rent Zestimate for this home is $1,950/mo. ",30.18535233,-97.82009125,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1994,365000,5,6/27/2019,6,2019,Broker Provided,25,0,3,1,0,1,0,0,0,8712,2219,1,0,1,1,2.3,5.666666667,1537,16,2,4,1,29506450_8d726fd4953270f264238c0a26837c8e-p_f.jpg
29498325,austin,2804 Kestrel Dr,78745,"Don't miss out on this incredible opportunity in the highly sought after 78745.  Single story home sits on an expansive lot with mature trees.  Open layout concept featuring 3bedrooms, 2bathrooms, and a kitchen/dining combo.  Master bedroom offers double vanity, and custom walk-in shower.  Updates include, limestone wall, new paint, new fixtures, new flooring and more.  Enjoy relaxing on the huge covered patio and the private backyard.  Min. to St. Elmo District, dining, shopping, entertainment and more.",30.19832802,-97.82569885,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1994,289900,2,9/7/2018,9,2018,Agent Provided,27,0,4,2,0,0,0,0,0,8973,1115,1,0,1,1,1.5,4,840,13,2,3,1,29498325_0f5bcd4c61d60862eeaec2f05945f21b-p_f.jpg
29485411,austin,2611 Carlow Dr,78745,"Recently updated 1-story home located in highly sought after South Austin neighborhood The Villages. Featuring 3 beds, 2 baths with vaulted ceiling, fireplace, wide open floorpan, fresh designer paint & modern fixtures throughout. Kitchen offering quartz countertops, breakfast bar seating & stainless steel appliances. Large mud room with abundant storage. Enjoy the private backyard under the covered patio and mature shade trees. Conveniently located, minutes to downtown, shopping, dining & entertainment.",30.21288681,-97.81197357,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1972,355000,5,1/15/2019,1,2019,Broker Provided,39,0,4,2,0,0,0,0,0,6141,1402,1,0,1,1,0.9,4,840,13,2,3,1,29485411_8105c20b2ab89564a3f7e1044b965c5c-p_f.jpg
29490191,austin,3403 Clarksburg Dr,78745,"Remodeled down to the studs! Spacious open-floor plan with wood look floors that lead you throughout. A home office showcases glass paneled french doors and built in shelving. The Kitchen is equipped with SS appliances, tile backsplash, granite counter-tops, and quaint breakfast area. The Master Suite is comfortably located away from all other guest bedrooms and offers a completely updated full bath. Private backyard that provides ample shade during hot Texas summers. Easy city living awaits you!",30.20647812,-97.83253479,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,2020,429000,3,9/1/2020,9,2020,Agent Provided,82,0,2,2,1,1,0,0,0,7143,1326,1,0,1,1,1.033333333,4.666666667,887,14,2,3,1,29490191_219b4cbaad24b77b98c2c7c80cb52025-p_f.jpg
29507328,austin,9500 Linkmeadow Dr,78748,"MULTIPLE OFFERS--PLEASE SUBMIT BEST/HIGHEST BY 5PM, MONDAY, 7/22. COME HOME TO CHERRY CREEK! This is the perfect home for someone looking under $300K. Pride in ownership shows in this impeccably maintained home on a private corner lot with a HUGE private backyard under a majestic, mature oak tree! Zoned for exemplary Bowie HS, Covington MS, and Cowan ES.  Minutes from Mopac, Downtown Austin, Southpark Meadows. Close to Whole Foods, Alamo Drafthouse, Moontower Saloon, HEB, Texican, Mary Moore Searight & Circle C disc golf courses, and more!",30.1846199,-97.83890533,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1998,299000,1,8/22/2019,8,2019,Broker Provided,19,0,3,1,3,0,0,1,0,8145,1294,1,0,1,1,1.166666667,6.666666667,1460,16,2,3,1,29507328_ff68600a26d76270b1526d5b0c8c6a29-p_f.jpg
29488816,austin,7500 Bloomfield Dr,78745,"7500 Bloomfield Dr, Austin, TX 78745 is a single family home that contains 1,543 sq ft and was built in 1980. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $363,925. The Rent Zestimate for this home is $1,850/mo. ",30.20562935,-97.82880402,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1980,340000,1,6/25/2020,6,2020,Broker Provided,27,0,3,2,0,1,0,0,0,8537,1543,1,0,1,1,1.1,4.666666667,887,14,3,4,1,29488816_be473d17b141eb860c65743d3387d08b-p_f.jpg
29486188,austin,7507 Bender Dr,78749,"GORGEOUS, SPACIOUS  3/2 SINGLE STORY HOME READY FOR MOVE IN! Big, Bright & Open Floor plan. Living area has high ceilings & cozy fireplace. Large bedrooms, New paint, New  blinds, New microwave.  Hard tile throughout except for 2 bedrooms that have new carpet.  Attached 2 car garage ,  Beautiful majestic trees and private backyard backing to greenbelt. Convenient location close to restaurants, shopping & parks.  PRICED TO SELL QUICKLY. DON'T MISS THIS OPPORTUNITY!",30.20825386,-97.83579254,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1980,275000,2,1/23/2019,1,2019,Agent Provided,18,0,2,1,0,0,0,0,0,7143,1358,1,0,1,1,1.033333333,4.666666667,887,14,2,3,1,29486188_e0dff44368762976fb24897b61301bed-p_f.jpg
29503950,austin,8904 Marsh Dr,78748,"Upgraded single story in highly sought after South Austin.  This 3 bed, 2 bath home features a renovated kitchen, SS appliances, remodeled bathrooms, wood floors throughout home, neutral paint, and upgraded lighting.  Beautiful mature trees, quant street and established neighborhood make this home perfect for any buyer.  All with an amazing location - in between Mopac and I35, close to shopping on Brodie and Southpark Meadows.  Must see!",30.18764114,-97.82793427,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1983,299000,4,8/20/2019,8,2019,AustinRealEstate.com,17,0,2,2,1,1,0,0,0,5793,1355,1,0,1,1,2.133333333,5.666666667,1537,16,2,3,1,29503950_14693ac252bd6b476e8c024da630f54b-p_f.jpg
29504328,austin,9307 Lightwood Loop,78748,"This spacious home boasts an open floor plan with abundant, natural lighting in a highly desired, centrally located neighborhood within walking distance to schools. The four very large bedrooms all have walk-in closets and large windows. The spacious back yard features a deck, numerous trees, and a fully fenced yard. Other features include solar panels, dual living areas, and Google Fiber capability.",30.18934059,-97.84164429,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1993,359000,4,10/6/2018,10,2018,Agent Provided,27,0,1,2,0,0,0,0,0,7753,2578,1,0,1,1,1.033333333,6.666666667,1460,16,3,4,2,29504328_0ed46a3bdd2e4b4b5917934a79d2e680-p_f.jpg
29498303,austin,8106 Willet Trl,78745,Great 3 bedroom 2 bath home. Mostly wood floors through out. Freshly painted. New landscaping. Large fenced in back yard. Two car garage. Fireplace. High ceilings. Vacant and ready to be moved in today. Many shops near by. HEB close by. Easy access to Mopac. Roughly 15 minutes to downtown Austin.,30.197155,-97.82722473,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1996,298000,8,10/2/2019,10,2019,Broker Provided,18,0,4,3,0,0,0,0,0,6969,1546,1,0,1,1,1.633333333,4,840,13,2,3,1,29498303_24116b805f6f6f8f373f264630b3d9b9-p_f.jpg
29490679,austin,7902 Croftwood Dr,78749,"PRICE REDUCTION!  RARE OPPORTUNITY in Woodstone Village, IN-GROUND SWIMMING POOL, variable speed pump, wood deck w/security fencing. Recent updates: HVAC, all windows replaced, tankless water heater, bathrooms. Family room has beamed ceiling, granite stone wood-burning fireplace, adjoining dining area. Galley style kitchen w/stone counters, SS appliances.  Nest thermostat, Smart garage door opener. Close to downtown, shopping, restaurants, nature preserves, parks. Short walk to Boone Elementary School.",30.20591545,-97.84051514,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1978,429900,2,11/2/2020,11,2020,Broker Provided,54,0,7,2,3,0,0,0,0,6669,1339,1,0,1,1,1.133333333,4.666666667,887,14,2,3,1,29490679_a780ff2eeb26742f3acfcf188e82f152-p_f.jpg
29503945,austin,2409 Shelby Oak Ln,78748,"Stunning remodeled Castlewood Forest/ Oak Valley home w/ large backyard including chickens & coop!  This beautiful home has been updated with wood flooring, granite countertops, refaced shaker cabinets, stainless steel appliances, modern open shelving, & recessed can lighting.  The vaulted ceilings allow natural light to pour in making the space feel expansive yet inviting.  All appliances including washer/dryer convey.  You will love the private fenced yard, & 6 fresh eggs a day from the chickens!",30.18589783,-97.82440186,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1972,174900,6,7/11/2018,7,2018,Agent Provided,28,0,5,1,0,0,0,0,0,10323,1634,1,0,1,1,2.2,5.666666667,1537,16,2,3,1,29503945_6cb5afa9e39965a697c367d9cc1e4293-p_f.jpg
29504327,austin,9305 Lightwood Loop,78748,"Lovely 4 bedroom 2 bath single story home in Cherry Creek.  Super floor plan with master on one side, and all other bedrooms on the other.  New appliances.  Roof is less than 6 months old.  Gorgeous exterior and landscaping with in ground sprinkler system and nice sized deck out back for entertaining.  Pocket neighborhood with park and walking trails, homes in this area go quick. Call agent with questions.  **Due to COVID-19, showings need to be scheduled with owner, please call her directly**",30.18919563,-97.84172821,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1993,425000,1,5/29/2020,5,2020,Broker Provided,30,0,2,2,1,1,0,0,0,8319,2170,1,0,1,1,1.033333333,6.666666667,1460,16,2,4,1,29504327_77fa06dabf316eedde05cce065c6872f-p_f.jpg
120895408,austin,2501 Lightfoot Trl,78745,NO SHOWINGS TILL FRI. Adorable bungalow craftsman with NO ENERGY BILLS! Solar panels make more energy than the house needs over the course of the year. Gorgeous garden and water fountain in the back yard make for a relaxing private refuge on two patios. Either three bedrooms or two bedrooms and an office/crafting room. Coffered ceilings in the master bedroom. Quartz counters. Meticulously cared for home. Just 5 minutes from SoCo. Warm and inviting community. Refrigerator and washer/dryer can convey.,30.21460533,-97.80815125,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2012,349000,1,9/22/2018,9,2018,Agent Provided,30,0,4,1,0,0,0,0,0,9016,1362,1,0,1,1,0.9,4,840,13,2,3,1,120895408_587f8acbb932758261bf52035bc058a2-p_f.jpg
29503943,austin,2502 Comburg Castle Way,78748,"Stunning home located in the highly desirable Castlewood community. This home is nestled on a .3 acre corner lot, shaded by large oak trees and native landscaping. Pristine remodel complete with custom finish outs and designer details. Enjoy your new spacious kitchen with custom cabinets, quartz countertops, brand new stainless steel appliances, and room for an oversized chef's refrigerator. Floorplan offers a flexible layout, with 2 living areas, 2 dining areas, breakfast bar, and more.  Huge master suite with double vanity, and walk in closet & 3 oversized guest bedrooms with large walk-ins. New windows allow for an abundance of natural light.  Relax and entertain in the incredible backyard, choose from two seating areas, and enjoy the sprawling oak tree that adds unique character to this GEM. Roof is less than 2yrs old / new h20 heater.",30.1856308,-97.82479095,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1974,599000,2,12/3/2020,12,2020,Agent Provided,47,0,3,2,1,0,0,0,0,13939.2,2214,1,0,1,1,2.2,5.666666667,1537,16,3,4,1,29503943_dc06982eb52a08db6464adc8a184ff1d-p_f.jpg
29507323,austin,9412 Bradner Dr,78748,"9412 Bradner Dr, Austin, TX 78748 is a single family home that contains 1,809 sq ft and was built in 1998. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $401,136. The Rent Zestimate for this home is $1,995/mo. ",30.18572235,-97.83911133,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1998,340000,3,9/28/2018,9,2018,Agent Provided,1,0,4,1,0,0,0,0,0,6098,1809,1,0,1,1,1.1,6.666666667,1460,16,3,4,2,29507323_e8da2deecef69a6175734772ad12415b-p_f.jpg
58314408,austin,1411 Salem Meadow Cir,78745,"Gorgeous south Austin ranch home - The work is already done!  Move into this renovated home with updated baths, kitchen, floors, and more.  This open concept floor plan is perfect for entertaining and just minutes from downtown.  

Previously owner-occupied, great care and pride of ownership are evident throughout.  A new privacy fence makes the large backyard and covered patio your own private oasis.  Three bedrooms feature walk-in closets!

If you're looking for a quiet street with lovely neighbors, this is your rare opportunity to have it all (minus the long commute).  Two final words: Google Fiber!",30.21444511,-97.79164124,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1972,240000,6,4/19/2019,4,2019,Agent Provided,29,0,2,2,0,0,0,0,0,8537,1582,1,0,1,1,0.7333333333,4,925,14,2,4,1,58314408_42c682435c1f0b582a7f53989e261ccb-p_f.jpg
29488786,austin,2602 Fentonridge Dr,78745,"Delightful South Austin Home in desireable Cherry Creek neighborhood.  3 Bedroom, including an en-suite master, 2 Bath, lovely kitchen w/stainless appliances, white cabinets, and beautiful countertops.  Large, open family room with lots of natural light and french doors to the back patio. Thoughtful updates, no popcorn ceilings. 2 car attached garage and a stellar location.  Walk to Stephenson Nature Preserve with miles of hiking trails. Close to downtown, and shopping/dining in Sunset Valley.  No HOA!",30.20300102,-97.81840515,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1976,239900,4,10/3/2019,10,2019,Broker Provided,27,0,3,1,2,0,0,1,0,7013,1457,1,0,1,1,1.466666667,4.666666667,890,14,2,3,1,29488786_d46a1ed925390adc56424e87a3553e66-p_f.jpg
29504319,austin,3308 Silk Oak Dr,78748,"Welcome to your new home! This spacious 3 bedroom features soaring ceilings, two living and dining areas and a large upstairs master en-suite with enough room for a sitting area! Lots of tall windows allow for natural lighting. Cozy family room offers a lovely stone fireplace as the focal point.  Large back yard with open patio is a great place for the kids to play or host those afternoon cook-outs. Home being sold as is.",30.18783188,-97.84170532,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1994,290000,1,1/25/2019,1,2019,Broker Provided,27,0,3,1,0,0,0,0,0,8712,1974,1,0,1,1,1.066666667,6.666666667,1460,16,3,3,2,29504319_4f2bc7c1c3e11ae57b63007d6aeefd0b-p_f.jpg
58313908,austin,2303 Village Cir,78745,"2303 Village Cir, Austin, TX 78745 is a single family home that contains 1,675 sq ft and was built in 1968. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $497,159. The Rent Zestimate for this home is $2,300/mo. ",30.21969414,-97.80032349,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1968,480000,2,10/5/2020,10,2020,Agent Provided,40,0,5,1,0,0,0,0,0,10018,1675,1,0,1,1,1.066666667,4.666666667,890,14,2,4,1,58313908_27d2dd90b7ae8f0ed40f6dfb210fa59c-p_f.jpg
29493785,austin,7210 Towering Oaks Dr,78745,"Awesome 4/2 on tree lined South Austin neighborhood minutes to shopping and retail at Westgate! Large corner lot w/ in ground pool & open floorplan is perfect for entertaining. Spacious kitchen opens up to large living room w/ fireplace and vaulted ceilings, with bonus space leading outside. Updated finish has stained concrete & hardwood floors, granite countertops, stainless steel appliances, new roof (2016) Â pool pump & filter (2017) water heater (2019)",30.20332527,-97.81679535,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1975,399000,4,5/14/2020,5,2020,Broker Provided,25,0,3,2,2,0,0,0,0,8581,1822,1,0,1,1,1.166666667,4,840,13,2,4,1,29493785_c43e6495c6b5691902533e8a8e352359-p_f.jpg
29495672,austin,8005 Los Ranchos Dr,78749,"Well maintained home in great location in S. Austin.  Easy access to Mopac, shopping, exemplary rated Boone elementary school and more!  Owner has kept the home in very good condition, taking care of regular maintenance and was the original owner!  There are not many one story homes this size in the area.  This home just needs your finishing touches!",30.20620537,-97.84522247,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1985,310000,1,5/10/2019,5,2019,Agent Provided,17,0,4,1,0,1,0,0,0,8102,1672,1,0,1,1,1.4,4.666666667,887,14,2,3,1,29495672_3ed6a5176c31a468af7656477cbce495-p_f.jpg
29501441,austin,2800 Zeke Bnd,78745,"Wonderful South Austin home located on a quiet, tree lined street, backing to a peaceful greenbelt area! Large corner lot with mature trees! Tile flooring downstairs & a vaulted ceiling in the family room. Refrigerator/washer/dryer included! HVAC replaced 11/2016. Spacious bedrooms w/walk-in closets! Enjoy your favorite beverage among the tree tops from the 2nd story balcony off of the master bedroom! Close to great shopping, Southpark Meadows, Westgate, Brodie/Sunset Valley, Shops @ Arbor Trails. NO HOA!",30.19117928,-97.82978058,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1988,347000,4,7/8/2020,7,2020,Agent Provided,56,0,7,2,1,1,0,1,0,9670,1694,1,0,1,1,1.166666667,6.666666667,1460,16,3,3,2,29501441_536c81619abb4b0a61cc16fcdab5aff0-p_f.jpg
29504318,austin,3304 Silk Oak Dr,78748,"3304 Silk Oak Dr, Austin, TX 78748 is a single family home that contains 2,179 sq ft and was built in 1993. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $487,273. The Rent Zestimate for this home is $2,395/mo. ",30.18766022,-97.84156799,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1993,395000,2,1/15/2020,1,2020,Broker Provided,1,0,4,2,3,1,0,0,0,11761.2,2179,1,0,1,1,1.066666667,6.666666667,1460,16,2,4,1,29504318_dd69501aacdde6432eecf21c336b6985-p_f.jpg
29495277,austin,3006 Norfolk Dr,78745,"Beautifully updated single story home in desirable Cherry Creek*Home backs to heavily treed area, creating excellent privacy & views in backyard*New carpet & Luxury Vinyl Plank flooring (2019)*Spacious kitchen with granite counters, painted cabinetry, subway tile backsplash & stainless steel appliances; center island with breakfast bar*Updated bathrooms*Fresh paint*Updated fixtures & hardware*Nicely landscaped yard*Enjoy nearby Stephenson Nature Preserve & shopping/restaurants/entertainment",30.19957733,-97.82718658,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1984,375000,2,3/18/2020,3,2020,Agent Provided,27,0,4,2,2,1,0,0,0,6664,1579,1,0,1,1,1.733333333,4.666666667,890,14,2,3,1,29495277_e57309efc8cd0e2e96764a008884ac2e-p_f.jpg
29490672,austin,7802 Croftwood Dr,78749,"Less than 15 minutes from Downtown Austin, this fully remodeled home has everything you could possibly want. Flooded with tons of natural light, this home features an amazing open floor plan. Everything is new! New flooring, windows, HVAC, Water Heater, and Roof. The back patio and plenty of tree cover are great for entertaining. *Buyer to confirm square footage*",30.20692253,-97.83985901,1.98,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Family,2,1978,464000,4,10/12/2020,10,2020,Agent Provided,38,0,5,2,1,2,0,0,0,6795,1450,1,0,1,1,1.133333333,4.666666667,887,14,2,3,1,29490672_489d383e9006274e8f1486c14ead0b5f-p_f.jpg
29506939,austin,9110 Curlew Dr,78748,"BBeautiful single story home with an abundance of improvements including new vinyl flooring throughout, a completely upgraded kitchen with new granite countertops, cabinets, sink & faucet, vent hood, new interior & exterior paint, french doors as well many others! Approx $21K in improvements! Gorgeous fireplace, great layout and lots of natural lighting with a view of the beautiful oak, pecan and Asian pear trees in the yard.  Amazing location, just 5 minutes from major grocery stores including HEB, Whole Foods and Central Market and lots of nearby restaurants.",30.18562889,-97.83122253,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1982,279950,2,3/28/2019,3,2019,Agent Provided,14,0,1,1,0,0,0,0,0,5924,1333,1,0,1,1,2,5.666666667,1537,16,2,3,1,29506939_73cd1f74e13aa5080cbc0ea2816e7a00-p_f.jpg
29504309,austin,9414 Lightwood Cv,78748,"Beautiful and spacious 4 bedrooms, 2 baths in desirable South Austin Cherry Creek on Brodie neighborhood, close to restaurants and shops. This house has high ceilings, open floor plan, stainless steel appliances, quartz countertops, and updated flooring in both bathrooms. Walking distance to parks and in a quiet street.",30.18774986,-97.8409729,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1994,199000,7,2/4/2020,2,2020,Agent Provided,31,0,3,1,2,0,0,1,0,8015,2178,1,0,1,1,1.066666667,6.666666667,1460,16,2,4,1,29504309_7e3569e9e018ade56ceefa3722a8d52a-p_f.jpg
29485906,austin,2528 Baxter Dr,78745,"2528 Baxter Dr, Austin, TX 78745 is a single family home that contains 1,222 sq ft and was built in 1972. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $341,948. The Rent Zestimate for this home is $1,900/mo. ",30.21343994,-97.80883789,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1972,349000,2,12/10/2020,12,2020,Broker Provided,26,0,4,2,1,2,0,0,0,7840,1222,1,0,1,1,0.8666666667,4,840,13,2,4,1,29485906_04dd59fb10287b8a5f821b3c3d810c0c-p_f.jpg
